SHORTNM,VALUETXT
SMH-6301020414-LaborDelivery, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301020414^----^*^----^*^----^00188475# 00297498# 00251197# 00293845# 00196570^----^PersonNum
SMH-6301020415-ChildbirthEdu, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301020415^----^*^----^*
SMH-6301020428-MaternalFetalMed, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301020428^----^*^----^*
SMH-6301020503-PCC, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301020503^----^*^----^*
SMH-6301020504-Safety Sitter, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301020504^----^*^----^*
SMH-6301020507-Nursing PRN Pool, 1^----^$now^----^EmploymentStatus
SMH-6301020601-Onc Svc Line Admin, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301020601^----^*^----^*
SMH-6301020605-Rad Therapy, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301020605^----^*^----^*
SMH-6301020606-Unity Health, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301020606^----^*^----^*
SMH-6301020641-Med Onc Clinic, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301020641^----^*^----^*
SMH-6301020642-Med Onc, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301020642^----^*^----^*
SMH-6301020643-Proton Therapy, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301020643^----^*^----^*
SMH-6301020961-Renaissance, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301020961^----^*^----^*
SMH-6301030483-Case Cor, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301030483^----^*^----^*
SMH-6301040113-JHUSOM Thor Surg, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301040113^----^*^----^*
SMH-6301040125-JHUSOM Dr Smith, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301040125^----^*^----^*
SMH-6301060147-GI Sib JHU Prac, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301060147^----^*^----^*
SMH-6301060204-Diag Fluoro, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301060204^----^*^----^*
SMH-6301060206-IRCV, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301060206^----^*^----^*
SMH-6301060206-SpecialProc, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301060206^----^*^----^*
SMH-6301060207-Ultrasound, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301060207^----^*^----^*
SMH-6301060208-BreastCenter, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301060208^----^*^----^*
SMH-6301060209-MRI, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301060209^----^*^----^*
SMH-6301060210-Nuclear Med, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301060210^----^*^----^*
SMH-6301060211-Xray Admin, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301060211^----^*^----^*
SMH-6301060213-PACS RIS, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301060213^----^*^----^*
SMH-6301060214-CT Imaging, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301060214^----^*^----^*
SMH-6301060215-MOB Rad Gen Diag, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301060215^----^*^----^*
SMH-6301060216-MOB Rad Ultrasound, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301060216^----^*^----^*
SMH-6301060217-MOB Rad Ct, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301060217^----^*^----^*
SMH-6301060219-MOB Rad Admin, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301060219^----^*^----^*
SMH-6301060262-Cardio Non Inv, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301060262^----^*^----^*
SMH-6301060263-Sleep Center, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301060263^----^*^----^*
SMH-6301060263-Sleep Ctr, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301060263^----^*^----^*
SMH-6301060267-Electroneurodiag, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301060267^----^*^----^*
SMH-6301080178-InfoTechnology, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301080178^----^*^----^*
SMH-6301090109-Volunteers, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301090109^----^*^----^*
SMH-6301090212-Chap Svcs, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301090212^----^*^----^*
SMH-6301090370-Pharmacy, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301090370^----^*^----^*
SMH-6301090371-Pharm Residents, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301090371^----^*^----^*
SMH-6301090372-Infusion Med Drugs, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301090372^----^*^----^*
SMH-6301090374-Pharm Research, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301090374^----^*^----^*
SMH-6301090421-Lab Admin, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301090421^----^*^----^*
SMH-6301090422-GO-Core Lab, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301090422^----^*^----^*
SMH-6301090423-Blood Bank, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301090423^----^*^----^*
SMH-6301090426-Anatomic Path, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301090426^----^*^----^*
SMH-6301090724-EVS-Laundry and Linen, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301090724^----^*^----^*
SMH-6301091239-EVS-EVS, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301091239^----^*^----^*
SMH-6301100106-Safety and Security, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301100106^----^*^----^*
SMH-6301100109-Parking, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301100109^----^*^----^*
SMH-6301100215-Telecommunications, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301100215^----^*^----^*
SMH-6301100409-OccHealth, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301100409^----^*^----^*
SMH-6301111106-Med Staff Spt, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301111106^----^*^----^*
SMH-6301112034-Mammography Phys, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301112034^----^*^----^*
SMH-6301112544-Pri Care Phys, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301112544^----^*^----^*
SMH-6301113257-Tho Surg, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301113257^----^*^----^*
SMH-6304050443-EVS-MB EVS, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6304050443^----^*^----^*
SMH-6306050101-GO-Ops Admin, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6306050101^----^*^----^*
SMH-6306050104-GO-Plant Ops, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6306050104^----^*^----^*
SMH-6306050105-GO-Sales and Marketing, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6306050105^----^*^----^*
SMH-6306050107-GO-Nutrition Services, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6306050107^----^*^----^*
SMH-6306050108-GO-Environmental Services, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6306050108^----^*^----^*
SMH-6306050109-GO-Senior Activities, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6306050109^----^*^----^*
SMH-6306050110-GO-SafeSec, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6306050110^----^*^----^*
SMH-6306050111-GO-Nursing, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6306050111^----^*^----^*
SMH-6306050112-GO-Oasis, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6306050112^----^*^----^*
SMH-6306050113-GO-Assisted Living, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6306050113^----^*^----^*
SMH-All Pharmacy Cost Centers, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^6301090370#6301090371#6301090372#6301090374^----^*^----^*
SMH-Endo-Team A, 1^----^$now^----^EmploymentStatus^----^SMH Endo Team A^----^GroupSchedule
SMH-Endo-Team B, 1^----^$now^----^EmploymentStatus^----^SMH Endo Team B^----^GroupSchedule
SMH-Endo-Team C, 1^----^$now^----^EmploymentStatus^----^SMH Endo Team C^----^GroupSchedule
SMH-Exempt, IN^----^PayRule^----^1^----^$now^----^EmploymentStatus
SMH-FCCU-Blue Group, 1^----^$now^----^EmploymentStatus^----^SMH FCCU Blue^----^GroupSchedule
SMH-FCCU-Pink Group, 1^----^$now^----^EmploymentStatus^----^SMH FCCU Pink^----^GroupSchedule
SMH-FCCU-PRN Group, 1^----^$now^----^EmploymentStatus^----^SMH FCCU PRN^----^GroupSchedule
SMH-Infusion Pharm Group, 1^----^$now^----^EmploymentStatus^----^SMH Infusion Pharmacists^----^GroupSchedule
SMH-Infusion Tech Group, 1^----^$now^----^EmploymentStatus^----^SMH Infusion Pharmacy Technicians^----^GroupSchedule
SMH-L and D -Agency Group, SMH LaborDeliv Agency^----^GroupSchedule^----^1^----^$now^----^EmploymentStatus
SMH-L and D -Blue Group, 1^----^$now^----^EmploymentStatus
SMH-L and D -Pink Group, SMH LaborDeliv Pink^----^GroupSchedule^----^1^----^$now^----^EmploymentStatus
SMH-L and D -PRN Group, 1^----^$now^----^EmploymentStatus
SMH-MED Onc - Group A, SMH Med Onc - Group A^----^GroupSchedule
SMH-MED Onc - Group B, 1^----^$now^----^EmploymentStatus^----^SMH Med Onc - Group B^----^GroupSchedule
SMH-MED Onc - Group C, 1^----^$now^----^EmploymentStatus^----^SMH Med Onc - Group C^----^GroupSchedule
SMH-Med Onc NonNursing, 1^----^$now^----^EmploymentStatus^----^IN^----^1^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob
SMH-Med Onc Nursing, 1^----^$now^----^EmploymentStatus^----^IN^----^1^----^com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintTFNumberBean.ItemType.PrimaryOrgJob
SMH-NCR for 6A, 00298646# 00299151^----^PersonNum
SMH-WISFloatPool PRN, 1^----^$now^----^EmploymentStatus^----^00188475# 00269132# 00293845^----^PersonNum
SMH-WISFloatPool RN, 1^----^$now^----^EmploymentStatus^----^00251197# 00196570^----^PersonNum
Suburban Behav Health, 6001156343^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
Suburban Hospital - Global, HS20#HS21#HS22^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
Suburban Hospital - Global hired before, HS20#HS21#HS22^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus^----^{ts '2022-02-19 00:00:00.0'}^----^HireDate
Suburban Hospital Global (active in time period), HS20#HS21^----^*^----^HomeAcct^----^0^----^*^----^*^----^*^----^*^----^*^----^{ts '2023-07-10 00:00:00.0'}^----^HireDate^----^1^----^{ts '2023-07-10 00:00:00.0'}^----^EmploymentStatus
Suburban Residents, 8201^----^0:00^----^Hours^----^WorkedItem
Suburban Users non-Mgrs, SuiteManager^----^1^----^$now^----^UserStatus^----^HS20#HS21#HS22^----^1^----^HomeAcct
Temporary Labor - Global, 1^----^$now^----^EmploymentStatus^----^TL1#TL2#TL3#TL4#TL5#TL6^----^1^----^HomeAcct
Temporary Labor - HCGH, TL5^----^1^----^HomeAcct
Temporary Labor - Intrastaff, TL1^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus
Temporary Labor - Suburban, 1^----^$now^----^EmploymentStatus
Terminated Emp - BMC Temp, TL3^----^1^----^HomeAcct^----^3^----^$now^----^EmploymentStatus
Terminated Emp - Intrastaff, TL1^----^1^----^HomeAcct^----^3^----^$now^----^EmploymentStatus
Terminated Employees - Agency, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^TL1#TL2#TL3#TL4#TL5#TL6#TL7#TL9^----^*^----^1^----^$now^----^EmploymentStatus
Terminated Employees - Global, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^TL1#TL2#TL3#TL4#TL5#TL6#TL7#TL9^----^*^----^1^----^$now^----^EmploymentStatus
Terminated Employees - Global with Hrs, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^TL1#TL2#TL3#TL4#TL5#TL6#TL7#TL9^----^*^----^1^----^$now^----^EmploymentStatus
Total Callback Hours, 5553^----^0^----^Hours^----^WorkedItem
Total FMLA Hours, 5151^----^0^----^Hours^----^WorkedItem
Total FMLA Hours for BMCN, 6251^----^0^----^Hours^----^WorkedItem^----^HS02^----^1^----^HomeAcct
Total Holiday Hours, 1^----^$now^----^EmploymentStatus
Total Oncall Hours, 6701^----^0^----^Hours^----^WorkedItem
Total Overtime Hours, 123^----^0^----^Hours^----^WorkedItem
Total Paid Leave Hours, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^*^----^TL1#TL2#TL3#TL4#TL5#TL6#TL7^----^*
UN* - JHU BU, UN01#UN02#UN03#UN04#UN05#UN06#UN07#UN08#UN09#UN10#UN11#UN12#UN14#UN15#UN16#UN17^----^1^----^HomeAcct^----^1^----^$now^----^EmploymentStatus^----^IN^----^PayRule
unit float RNS, 40360200#40361800#40362000#40362900#40364300#40365000#40367000#40367100^----^0^----^HomeAcct
Vaccine Clinic - 6001508622 - SHI, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^6001508622^----^*^----^*
VU Burton 1, 3^----^$now^----^EmploymentStatus
Workforce Managers - Global, SuiteManager
xBCC - Burton Vent - Group 1, BMCN Group 1^----^GroupSchedule^----^1^----^$now^----^EmploymentStatus
xBCC - Burton Vent - Group 2, BMCN Group 2^----^GroupSchedule^----^1^----^$now^----^EmploymentStatus
xBCC - Burton Vent - Group 3, BMCN Group 3^----^GroupSchedule^----^1^----^$now^----^EmploymentStatus
xBCC - Burton Vent - Last Group, BMCN LAST^----^GroupSchedule^----^1^----^$now^----^EmploymentStatus
xBCC - Burton Vent - PERM 1, BMCN PERM^----^GroupSchedule^----^1^----^$now^----^EmploymentStatus
xBCC - Float - PERM 1, 1^----^$now^----^EmploymentStatus
xBCC - MBU - Group 1, 1^----^$now^----^EmploymentStatus^----^BMCN Group 1^----^GroupSchedule
xBCC - MBU - Group 2, 1^----^$now^----^EmploymentStatus^----^BMCN Group 2^----^GroupSchedule
xBCC - MBU - Group 3, 1^----^$now^----^EmploymentStatus^----^BMCN Group 3^----^GroupSchedule
xBCC - MBU - LAST, 1^----^$now^----^EmploymentStatus^----^BMCN LAST^----^GroupSchedule
xBCC - MBU - PERM, 1^----^$now^----^EmploymentStatus^----^BMCN PERM^----^GroupSchedule
xBCC - Plaza -  Group1, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4104657000^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN Group 1^----^GroupSchedule
xBCC - Plaza - PERM 1, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4104657000^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN PERM^----^GroupSchedule
xBCC - Rehab Unit SHP - Group 1, 1^----^$now^----^EmploymentStatus^----^BMCN Group 1^----^GroupSchedule
xBCC - Rehab Unit SHP - Group 2, 1^----^$now^----^EmploymentStatus^----^BMCN Group 2^----^GroupSchedule
xBCC - Rehab Unit SHP - Group 3, 1^----^$now^----^EmploymentStatus^----^BMCN Group 3^----^GroupSchedule
xBCC - Rehab Unit SHP - LAST, 1^----^$now^----^EmploymentStatus^----^BMCN LAST^----^GroupSchedule
xBCC - Rehab Unit SHP - PERM, 1^----^$now^----^EmploymentStatus^----^BMCN PERM^----^GroupSchedule
xBCC - RT - Group 3, 1^----^$now^----^EmploymentStatus^----^BMCN Group 3^----^GroupSchedule
xBCC - RT - Last Group, 1^----^$now^----^EmploymentStatus^----^BMCN LAST^----^GroupSchedule^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4003157402^----^*^----^*
xBCC - RT - PERM 1, 1^----^$now^----^EmploymentStatus^----^BMCN PERM^----^GroupSchedule^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4003157402^----^*^----^*
xBCC - RT - Sign Up Group A, 1^----^$now^----^EmploymentStatus^----^Sign up Group A^----^GroupSchedule
xBCC - RT - Sign up Group B, 1^----^$now^----^EmploymentStatus^----^Sign up Group B^----^GroupSchedule
xBCC - RT - Sign Up Group C, Bayview PRN^----^GroupSchedule^----^1^----^$now^----^EmploymentStatus
xBCC - SHP - PERM 1, 1^----^$now^----^EmploymentStatus^----^BMCN PERM^----^GroupSchedule
xBCC - Terrace - PERM 1, 1^----^$now^----^EmploymentStatus^----^BMCN PERM^----^GroupSchedule
xBCC - Wound Team - Group 1, 1^----^$now^----^EmploymentStatus^----^BMCN Group 1^----^GroupSchedule
xBCC - Wound Team - Group 2, 1^----^$now^----^EmploymentStatus^----^BMCN Group 2^----^GroupSchedule
xBCC - Wound Team - Group 3, 1^----^$now^----^EmploymentStatus^----^BMCN Group 3^----^GroupSchedule
xBCC - Wound Team - LAST, 1^----^$now^----^EmploymentStatus^----^BMCN LAST^----^GroupSchedule
xBCC - Wound Team - PERM 1, 1^----^$now^----^EmploymentStatus^----^BMCN PERM^----^GroupSchedule
xBMCN - 6 Surg - Group 1, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4007257003^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN Group 1^----^GroupSchedule
xBMCN - 6 Surg - Group 2, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4007257003^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN Group 2^----^GroupSchedule
xBMCN - 6 Surg - Group 3, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4007257003^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN Group 3^----^GroupSchedule
xBMCN - 6 Surg - Last Group, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4007257003^----^*^----^*^----^BMCN LAST^----^GroupSchedule
xBMCN - 6 Surg - PERM 1, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4007257003^----^*^----^*^----^BMCN PERM^----^GroupSchedule
xBMCN - APU - Group 1, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4005757000^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN Group 1^----^GroupSchedule
xBMCN - APU - Group 2, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4005757000^----^*^----^*^----^BMCN Group 2^----^GroupSchedule^----^1^----^$now^----^EmploymentStatus
xBMCN - APU - Group 3, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4005757000^----^*^----^*^----^BMCN Group 3^----^GroupSchedule
xBMCN - APU - PERM 1, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4005757000^----^*^----^*^----^BMCN PERM^----^GroupSchedule
xBMCN - ASU - Group 1, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4007257200^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN Group 1^----^GroupSchedule
xBMCN - ASU - Group 2, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4007257200^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN Group 2^----^GroupSchedule
xBMCN - ASU - Group 3, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4007257200^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN Group 3^----^GroupSchedule
xBMCN - ASU - Last Group, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4007257200^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN LAST^----^GroupSchedule
xBMCN - ASU - PERM 1, *^----^*^----^HomeAcct^----^1^----^*^----^*^----^4007257200^----^*^----^*^----^1^----^$now^----^EmploymentStatus^----^BMCN PERM^----^GroupSchedule
xBMCN - BICU - Group 1, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4007157000^----^*^----^*^----^BMCN Group 1^----^GroupSchedule
xBMCN - BICU - Group 2, 1^----^$now^----^EmploymentStatus^----^*^----^*^----^HomeAcct^----^1^----^*^----^*^----^4007157000^----^*^----^*^----^BMCN Group 2^----^GroupSchedule
